location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	places_code	places	keywords
120.952979,31.383310	玉山镇中山路138号中茵世贸广场B1层	昆山市	苏州市	B0FFH427TZ	[]	御可贡茶(中茵世贸广场)	江苏省	[]	餐饮服务;冷饮店;冷饮店	050700	120.952979	31.383310	320000	江苏省	贡茶
120.134428,33.385030	解放北路33号(望海大厦向南50米)	亭湖区	盐城市	B0FFHC6E67	[]	漾御贡茶	江苏省	13813448582	餐饮服务;茶艺馆;茶艺馆	050600	120.134428	33.385030	320000	江苏省	贡茶
120.658789,30.901889	盛泽舜湖中路331号(人民商场对面)	吴江区	苏州市	B0FFHVQVNT	[]	御质贡茶(盛泽店)	江苏省	15051741023	餐饮服务;餐饮相关场所;餐饮相关	050000	120.658789	30.901889	320000	江苏省	贡茶
120.759971,31.649422	海虞南路88号印象城F2层02-K15	常熟市	苏州市	B0FFG7QFU3	[]	御可贡茶(常熟·印象城店)	江苏省	0512-52760722	餐饮服务;冷饮店;冷饮店	050700	120.759971	31.649422	320000	江苏省	贡茶
120.213899,31.601670	钱桥大街411号	惠山区	无锡市	B0FFGXLB4S	[]	洺溢贡茶	江苏省	13621506307	餐饮服务;冷饮店;冷饮店	050700	120.213899	31.601670	320000	江苏省	贡茶
120.909707,31.499665	石牌镇天成丽景花园21-1号楼27室(天成丽景东大门往南50米旁)	昆山市	苏州市	B0FFHGY8K6	[]	御质贡茶(石牌店)	江苏省	0512-36821801;15062463556	餐饮服务;冷饮店;冷饮店	050700	120.909707	31.499665	320000	江苏省	贡茶
119.847802,31.254241	民主路99号附近	宜兴市	无锡市	B0FFHU0NMR	[]	云歌贡茶(丁山店)	江苏省	13771356887	餐饮服务;冷饮店;冷饮店	050700	119.847802	31.254241	320000	江苏省	贡茶
119.943382,31.675060	湖塘镇鸣新中路大学城	武进区	常州市	B0FFHC11UB	[]	御可贡茶店	江苏省	[]	购物服务;购物相关场所;购物相关场所	060000	119.943382	31.675060	320000	江苏省	贡茶
120.643574,31.165023	太湖新城镇油车路359号(华衍水务对面)	吴江区	苏州市	B0FFHDZR4B	[]	御质贡茶(油车路店)	江苏省	15895528166;13915551085	餐饮服务;冷饮店;冷饮店	050700	120.643574	31.165023	320000	江苏省	贡茶
121.176143,31.893939	海门街道解放中路644号	海门市	南通市	B0FFHDRTJU	[]	御质贡茶(解放路店)	江苏省	15862811121	餐饮服务;冷饮店;冷饮店	050700	121.176143	31.893939	320000	江苏省	贡茶
119.838967,32.933568	英武居委会牌楼中路201号	兴化市	泰州市	B0FFH0GN5H	[]	御质贡茶(牌楼中路店)	江苏省	17778790166	餐饮服务;餐饮相关场所;餐饮相关	050000	119.838967	32.933568	320000	江苏省	贡茶
120.902642,31.173313	锦溪镇文昌路23号(苏杭超市北100米)	昆山市	苏州市	B0FFGWVOGE	[]	御质贡茶(锦溪店)	江苏省	0512-57239799;18112667608	餐饮服务;冷饮店;冷饮店	050700	120.902642	31.173313	320000	江苏省	贡茶
120.642349,31.814693	市场弄与镇中路交叉口西北50米	张家港市	苏州市	B0FFGRGCMG	[]	漾漾好贡茶	江苏省	[]	购物服务;购物相关场所;购物相关场所	060000	120.642349	31.814693	320000	江苏省	贡茶
119.027882,31.656753	中大街与通济街商业广场步行街交叉口南50米	溧水区	南京市	B0FFI5KRQZ	[]	御可贡茶(溧水店)	江苏省	18626411589	餐饮服务;冷饮店;冷饮店	050700	119.027882	31.656753	320000	江苏省	贡茶
120.747173,32.100800	平潮镇建设街68号	通州区	南通市	B0FFHTWMXA	[]	窄巷子台湾贡茶(平潮分店)	江苏省	13706294717	餐饮服务;冷饮店;冷饮店	050700	120.747173	32.100800	320000	江苏省	贡茶
120.966674,31.354389	开发区昆山市开发区嵩山路264号	昆山市	苏州市	B0FFHQ34G5	[]	宫悦贡茶(中华园店)	江苏省	15262608393	餐饮服务;冷饮店;冷饮店	050700	120.966674	31.354389	320000	江苏省	贡茶
120.747218,31.644155	虞山镇方塔街26号	常熟市	苏州市	B0FFHOMD9W	[]	御质贡茶(方塔街店)	江苏省	18351770060	餐饮服务;冷饮店;冷饮店	050700	120.747218	31.644155	320000	江苏省	贡茶
119.827229,32.236513	港东南路17号附近	扬中市	镇江市	B0FFHCOUMX	[]	御一贡茶(步行街店)	江苏省	18352879338	餐饮服务;冷饮店;冷饮店	050700	119.827229	32.236513	320000	江苏省	贡茶
118.351953,34.375933	南京路莱迪广场东门电梯口北侧	新沂市	徐州市	B0FFI1NADJ	[]	御质贡茶(莱迪店)	江苏省	15152063901	购物服务;购物相关场所;购物相关场所	060000	118.351953	34.375933	320000	江苏省	贡茶
118.772339,34.128525	沭城三匹马商业广场1幢113室	沭阳县	宿迁市	B0FFI90VOO	[]	梵家贡茶(三匹马店)	江苏省	18800646166	餐饮服务;快餐厅;快餐厅	050300	118.772339	34.128525	320000	江苏省	贡茶
120.953824,31.388879	亭林路306-1号附近	昆山市	苏州市	B0FFIPRSVL	[]	宫悦贡茶(昆山亭林店)	江苏省	[]	餐饮服务;冷饮店;冷饮店	050700	120.953824	31.388879	320000	江苏省	贡茶
118.796739,32.050008	四牌楼商务中心太平北路114号	玄武区	南京市	B0FFHJO6KM	[]	质典贡茶(太平北路店)	江苏省	13913307950	餐饮服务;餐饮相关场所;餐饮相关	050000	118.796739	32.050008	320000	江苏省	贡茶
118.830943,32.024064	苜蓿园大街248-4号	秦淮区	南京市	B0FFI23TVP	[]	质典贡茶(苜蓿园店)	江苏省	15996317082	餐饮服务;餐饮相关场所;餐饮相关	050000	118.830943	32.024064	320000	江苏省	贡茶
120.611320,31.307146	学士街419号	姑苏区	苏州市	B0FFI166BX	[]	质典贡茶(学士街旗舰店)	江苏省	18914033868	餐饮服务;餐饮相关场所;餐饮相关	050000	120.611320	31.307146	320000	江苏省	贡茶
120.869309,31.268650	甪直镇晓市路26号古镇牌坊时尚翔迪商城	吴中区	苏州市	B0FFHVX7FE	[]	禧然贡茶(甪直店)	江苏省	15190112703	购物服务;购物相关场所;购物相关场所	060000	120.869309	31.268650	320000	江苏省	贡茶
120.939431,31.283386	张浦镇新吴街166号	昆山市	苏州市	B0FFGJ2PE1	[]	禧御贡茶(张浦店)	江苏省	18136198172	餐饮服务;餐饮相关场所;餐饮相关	050000	120.939431	31.283386	320000	江苏省	贡茶
118.843766,31.952435	竹山路万达二号门二楼	江宁区	南京市	B0FFH9H1S5	[]	奶盖贡茶(江宁万达店)	江苏省	18018033639	餐饮服务;餐饮相关场所;餐饮相关	050000	118.843766	31.952435	320000	江苏省	贡茶
120.170236,33.318756	城南新区新都街道民富社区依云小镇4栋118-A室	盐都区	盐城市	B0FFHBRJLX	[]	云歌贡茶	江苏省	18352524519	餐饮服务;餐饮相关场所;餐饮相关	050000	120.170236	33.318756	320000	江苏省	贡茶
120.947728,31.285818	张浦镇恒源广场19栋2单元	昆山市	苏州市	B0FFHUEP23	[]	质典贡茶(张浦店)	江苏省	18306264596	餐饮服务;餐饮相关场所;餐饮相关	050000	120.947728	31.285818	320000	江苏省	贡茶
120.549008,31.302084	长江路436号绿宝广场L1层L1-46	虎丘区	苏州市	B0FFHG8W6B	[]	悦度贡茶(绿宝广场)	江苏省	18136960889	餐饮服务;冷饮店;冷饮店	050700	120.549008	31.302084	320000	江苏省	贡茶
120.961092,31.539416	支塘镇中兴北路10号	常熟市	苏州市	B0FFHEELJ0	[]	御合贡茶	江苏省	18751148648	餐饮服务;冷饮店;冷饮店	050700	120.961092	31.539416	320000	江苏省	贡茶
120.892847,31.968858	桃园路12号中南城购物中心F5层	崇川区	南通市	B0FFFEWNN0	[]	御可贡茶(中南城购物中心)	江苏省	0513-81180338	餐饮服务;冷饮店;冷饮店	050700	120.892847	31.968858	320000	江苏省	贡茶
118.803307,32.013126	秦虹路207号	秦淮区	南京市	B0FFI91579	[]	御合贡茶	江苏省	15050561172	餐饮服务;餐饮相关场所;餐饮相关	050000	118.803307	32.013126	320000	江苏省	贡茶
119.012976,33.010527	黎城镇园林南路18幢	金湖县	淮安市	B0FFHRFP62	[]	奶盖贡茶	江苏省	18951473221	购物服务;购物相关场所;购物相关场所	060000	119.012976	33.010527	320000	江苏省	贡茶
120.686156,31.701622	大义镇黎明西路8-11号	常熟市	苏州市	B0FFHQEPKR	[]	云歌贡茶	江苏省	18915636363	餐饮服务;冷饮店;冷饮店	050700	120.686156	31.701622	320000	江苏省	贡茶
119.942933,31.728090	湖塘吾悦广场三楼中庭客梯旁(孩子王对面)	武进区	常州市	B0FFGF34R4	[]	御可贡茶(吾悦广场店)	江苏省	17712755277	餐饮服务;冷饮店;冷饮店	050700	119.942933	31.728090	320000	江苏省	贡茶
119.704338,32.135527	大港镇平昌新城五峰山路199号玖珑城欧玛特购物中心宝贝计划对面	京口区	镇江市	B0FFHDZN8M	[]	御质贡茶(玖珑城木屋店)	江苏省	18012810634	餐饮服务;餐饮相关场所;餐饮相关	050000	119.704338	32.135527	320000	江苏省	贡茶
120.394119,32.055320	江安路与阜前路交叉口西50米	靖江市	泰州市	B0FFHBM8H4	[]	禧然贡茶	江苏省	17768611792	餐饮服务;冷饮店;冷饮店	050700	120.394119	32.055320	320000	江苏省	贡茶
119.929000,31.849989	薛家镇奥林匹克花园107幢105号	新北区	常州市	B0FFGTAOPJ	[]	御合贡茶(薛家店)	江苏省	13585459624	餐饮服务;冷饮店;冷饮店	050700	119.929000	31.849989	320000	江苏省	贡茶
120.950367,31.403905	玉山镇萧林路837号	昆山市	苏州市	B0FFHEZYRV	[]	御合贡茶(萧林路店)	江苏省	15062619716	餐饮服务;冷饮店;冷饮店	050700	120.950367	31.403905	320000	江苏省	贡茶
120.298322,31.581099	中山路531号红豆·国际广场b1楼轻食区001柜位	梁溪区	无锡市	B0FFGTAMXA	[]	奶盖贡茶(红豆万花城店)	江苏省	13771567142	餐饮服务;餐饮相关场所;餐饮相关	050000	120.298322	31.581099	320000	江苏省	贡茶
119.996604,31.433790	周铁镇周前路19号贡茶	宜兴市	无锡市	B0FFHXI0N6	[]	云歌贡茶	江苏省	15961508518	餐饮服务;餐饮相关场所;餐饮相关	050000	119.996604	31.433790	320000	江苏省	贡茶
120.780470,31.345194	苏州工业园区苏虹东路7号102-3室	吴中区	苏州市	B0FFHQMI3D	[]	云歌贡茶(苏虹东路)	江苏省	15190054318	餐饮服务;冷饮店;冷饮店	050700	120.780470	31.345194	320000	江苏省	贡茶
119.856900,31.256813	张边路与红星路交叉口西50米	宜兴市	无锡市	B0FFHL3WG8	[]	御合贡茶(丁山店)	江苏省	13906158957	餐饮服务;冷饮店;冷饮店	050700	119.856900	31.256813	320000	江苏省	贡茶
120.643783,31.308014	莫邪路相门后庄苏大学生公寓小区5幢5号	姑苏区	苏州市	B0FFHI94XJ	[]	云歌贡茶(苏大学生公寓店)	江苏省	18936091761	餐饮服务;冷饮店;冷饮店	050700	120.643783	31.308014	320000	江苏省	贡茶
120.585021,31.841140	乘航西路43号	张家港市	苏州市	B0FFIIRCR2	[]	禧御贡茶	江苏省	13962224420	餐饮服务;餐饮相关场所;餐饮相关	050000	120.585021	31.841140	320000	江苏省	贡茶
118.799653,34.102576	乐之地商业广场G113	沭阳县	宿迁市	B0FFI9BVQO	[]	云歌贡茶	江苏省	18351384561	餐饮服务;冷饮店;冷饮店	050700	118.799653	34.102576	320000	江苏省	贡茶
118.679234,33.709601	众兴镇哥伦布广场西门向南60米(饰全饰美对面)	泗阳县	宿迁市	B0FFHBJFYS	[]	御合贡茶	江苏省	18071690266	餐饮服务;冷饮店;冷饮店	050700	118.679234	33.709601	320000	江苏省	贡茶
120.884141,31.995767	虹桥路1号文峰城市广场B1层	崇川区	南通市	B0FFFDN5VY	[]	御合贡茶(文峰城市广场)	江苏省	15370999987	餐饮服务;冷饮店;冷饮店	050700	120.884141	31.995767	320000	江苏省	贡茶
118.353143,34.372390	富民路83号	新沂市	徐州市	B0FFHBY253	[]	台湾的贡茶(富民路店)	江苏省	17327365770	购物服务;购物相关场所;购物相关场所	060000	118.353143	34.372390	320000	江苏省	贡茶
120.082507,32.161103	老城黄线	泰兴市	泰州市	B0FFIP1KX9	[]	伍家台贡茶	江苏省	[]	购物服务;专卖店;专营店	061200	120.082507	32.161103	320000	江苏省	贡茶
121.087558,31.302488	花桥镇花园路71号	昆山市	苏州市	B0FFGZPH87	[]	花桥宫悦贡茶	江苏省	18550558086	餐饮服务;餐饮相关场所;餐饮相关	050000	121.087558	31.302488	320000	江苏省	贡茶
120.603249,31.311424	阊胥路363号(商业房一楼南)	姑苏区	苏州市	B0FFHU2X3B	[]	御质贡茶(石路店)	江苏省	18221534365	餐饮服务;餐饮相关场所;餐饮相关	050000	120.603249	31.311424	320000	江苏省	贡茶
119.933106,31.817532	三井街道绿都万和城七区20-3号	新北区	常州市	B0FFI24GVH	[]	轩哥贡茶坊	江苏省	18521781305	餐饮服务;餐饮相关场所;餐饮相关	050000	119.933106	31.817532	320000	江苏省	贡茶
118.798843,31.978431	玉兰路99号2幢31155室	雨花台区	南京市	B0FFID7C9U	[]	云歌贡茶	江苏省	13913036024	餐饮服务;甜品店;甜品店	050900	118.798843	31.978431	320000	江苏省	贡茶
120.891706,32.007465	五一路荷兰街H幢2-2室(近圆融广场)	崇川区	南通市	B0FFHDPHPU	[]	御质贡茶(五一路店)	江苏省	13003555098	餐饮服务;餐饮相关场所;餐饮相关	050000	120.891706	32.007465	320000	江苏省	贡茶
119.713412,31.638320	湟里镇埠新中路160号	武进区	常州市	B0FFIARDYZ	[]	云歌贡茶店	江苏省	[]	购物服务;购物相关场所;购物相关场所	060000	119.713412	31.638320	320000	江苏省	贡茶
120.607352,31.253824	石湖西路176-1号万达广场1层金街	吴中区	苏州市	B0FFHC26QH	[]	御质贡茶(吴中万达店)	江苏省	18662479589	餐饮服务;餐饮相关场所;餐饮相关	050000	120.607352	31.253824	320000	江苏省	贡茶
121.184868,31.894980	解放中路249号	海门市	南通市	B0FFHBUL6H	[]	漾漾好贡茶(海门店)	江苏省	0513-82258987;18351329011	餐饮服务;餐饮相关场所;餐饮相关	050000	121.184868	31.894980	320000	江苏省	贡茶
120.432121,31.948813	金港镇中兴南路114号	张家港市	苏州市	B0FFHZWMOZ	[]	洺溢贡茶(中兴店)	江苏省	18051833887	餐饮服务;餐饮相关场所;餐饮相关	050000	120.432121	31.948813	320000	江苏省	贡茶
120.606273,31.253529	石湖西路188号万达广场F1层	吴中区	苏州市	B0FFI1D41M	[]	漾漾好贡茶(万达广场)	江苏省	18662612384;13776030523	餐饮服务;冷饮店;冷饮店	050700	120.606273	31.253529	320000	江苏省	贡茶
120.954283,31.362966	人民南路1128号昆城广场购物中心3号楼B1层	昆山市	苏州市	B0FFGNSX8D	[]	漾漾好贡茶(昆城广场店)	江苏省	0512-57377833	餐饮服务;冷饮店;冷饮店	050700	120.954283	31.362966	320000	江苏省	贡茶
119.045715,33.600346	万达广场室内步行街1F层08B商铺	清江浦区	淮安市	B0FFHFLUWS	[]	四云奶盖贡茶	江苏省	13813316486	餐饮服务;冷饮店;冷饮店	050700	119.045715	33.600346	320000	江苏省	贡茶
118.815823,32.031641	瑞金路52号(香茶汇楼下)	秦淮区	南京市	B0FFHTQHNO	[]	云歌贡茶(瑞金路店)	江苏省	025-85781777	餐饮服务;甜品店;甜品店	050900	118.815823	32.031641	320000	江苏省	贡茶
119.393717,32.338211	汊河镇汇金谷停车场入口处	邗江区	扬州市	B0FFHNLUU3	[]	御质贡茶奶茶	江苏省	15358512920	餐饮服务;冷饮店;冷饮店	050700	119.393717	32.338211	320000	江苏省	贡茶
118.751992,32.045831	清凉门大街1号环宇城4层	鼓楼区	南京市	B0FFGTBIK2	[]	御意贡茶(环宇城店)	江苏省	15096771205	餐饮服务;餐饮相关场所;餐饮相关	050000	118.751992	32.045831	320000	江苏省	贡茶
118.774414,32.071539	马台街60-2号	鼓楼区	南京市	B0FFHUDAR5	[]	御合贡茶(马台街店)	江苏省	15251881274	餐饮服务;餐饮相关场所;餐饮相关	050000	118.774414	32.071539	320000	江苏省	贡茶
119.462520,32.392290	江都路60-6号	广陵区	扬州市	B0FFI1WZMG	[]	云歌贡茶(江都路店)	江苏省	13952797861	餐饮服务;餐饮相关场所;餐饮相关	050000	119.462520	32.392290	320000	江苏省	贡茶
118.875788,31.939157	高新园天元东路388号义乌青年广场3楼3005号	江宁区	南京市	B0FFHDXK9N	[]	茗御贡茶(青年广场店)	江苏省	18651878210	餐饮服务;餐饮相关场所;餐饮相关	050000	118.875788	31.939157	320000	江苏省	贡茶
119.152923,32.283603	真州镇仪化生活区环南路(仪化一小对面)	仪征市	扬州市	B0FFHQ8B9G	[]	云歌贡茶(化纤店)	江苏省	15852893850	餐饮服务;餐饮相关场所;餐饮相关	050000	119.152923	32.283603	320000	江苏省	贡茶
117.187683,34.268853	河清路彭城广场彭城一号北门入口处(思必客麻辣香锅向南10米)	鼓楼区	徐州市	B0FFGYKM02	[]	四云奶盖贡茶(彭城一号店)	江苏省	18115720750	餐饮服务;快餐厅;快餐厅	050300	117.187683	34.268853	320000	江苏省	贡茶
120.600642,31.064655	菀缝街与菀坪中路交叉口北80米路西	吴江区	苏州市	B0FFHWBTQF	[]	tac-贡茶过桥排骨(菀坪店)	江苏省	15995559423	餐饮服务;餐饮相关场所;餐饮相关	050000	120.600642	31.064655	320000	江苏省	贡茶
120.981293,31.397777	春晖路760号(常客隆超市隔壁)	昆山市	苏州市	B0FFGEXUG7	[]	禧御贡茶(春晖路店)	江苏省	0512-55190980	餐饮服务;餐饮相关场所;餐饮相关	050000	120.981293	31.397777	320000	江苏省	贡茶
120.606258,31.253566	石湖西路吴中万达广场金街8-179(大渝火锅对面1层)	吴中区	苏州市	B0FFGEKGN2	[]	奶盖贡茶(吴中万达店)	江苏省	18662612384;13776030523	餐饮服务;冷饮店;冷饮店	050700	120.606258	31.253566	320000	江苏省	贡茶
121.110740,31.445109	南洋广场4楼(南洋影院楼上,绿色星球旁边)	太仓市	苏州市	B0FFHUTL7Y	[]	禧御贡茶(闪吧桌游店)	江苏省	15062598959	餐饮服务;餐饮相关场所;餐饮相关	050000	121.110740	31.445109	320000	江苏省	贡茶
121.139124,31.460263	上海东路188号万达广场3F层3019	太仓市	苏州市	B0FFGIC1ZQ	[]	禧御贡茶(万达广场)	江苏省	13706242278	餐饮服务;冷饮店;冷饮店	050700	121.139124	31.460263	320000	江苏省	贡茶
120.476030,32.533747	高新区长江中路69号	海安县	南通市	B0FFI1UV2U	[]	御合贡茶(泰宁店)	江苏省	18015243141	餐饮服务;餐饮相关场所;餐饮相关	050000	120.476030	32.533747	320000	江苏省	贡茶
120.625712,31.353939	润元路333号海亮香榭时光生活广场2层2006号	相城区	苏州市	B0FFHJPBYO	[]	御合贡茶(海亮香榭时光店)	江苏省	13771832663	餐饮服务;餐饮相关场所;餐饮相关	050000	120.625712	31.353939	320000	江苏省	贡茶
120.506267,31.256811	木渎镇灵岩山正山门店面D-3号	吴中区	苏州市	B0FFI8ZQLW	[]	云歌贡茶(灵岩山店)	江苏省	13328004996	餐饮服务;外国餐厅;外国餐厅	050200	120.506267	31.256811	320000	江苏省	贡茶
121.137023,31.460115	上海东路188号万达广场1F层1号-022	太仓市	苏州市	B0FFI56LVO	[]	鼎御贡茶(万达广场)	江苏省	15599083020	餐饮服务;冷饮店;冷饮店	050700	121.137023	31.460115	320000	江苏省	贡茶
118.766928,32.078441	三牌楼大街63号(春苗炸鸡旁)	鼓楼区	南京市	B0FFHQCY6P	[]	御合贡茶(三牌楼店)	江苏省	13951729591	餐饮服务;冷饮店;冷饮店	050700	118.766928	32.078441	320000	江苏省	贡茶
120.981964,31.397873	春晖路吉麦隆超市一楼大门处	昆山市	苏州市	B0FFGEXZI4	[]	保御贡茶(常客隆店)	江苏省	15306132151;13913243247	餐饮服务;茶艺馆;茶艺馆	050600	120.981964	31.397873	320000	江苏省	贡茶
120.794072,31.630741	富春江路63号(奔驰市场店隔壁,沃尔沃对面)	常熟市	苏州市	B0FFGZU4NJ	[]	御合贡茶(汽车市场店)	江苏省	18962366763	餐饮服务;冷饮店;冷饮店	050700	120.794072	31.630741	320000	江苏省	贡茶
121.151227,31.287738	花桥镇兆丰99阳光新生活广场1楼(兆丰公交枢纽站南侧往东20米)	昆山市	苏州市	B0FFHE44CW	[]	禧御贡茶(花桥兆丰店)	江苏省	15298863457	餐饮服务;冷饮店;冷饮店	050700	121.151227	31.287738	320000	江苏省	贡茶
121.109861,31.449839	城厢镇县府街15号	太仓市	苏州市	B0FFI91NTR	[]	巧思.贡茶(实验小学店)	江苏省	15051790747	餐饮服务;餐饮相关场所;餐饮相关	050000	121.109861	31.449839	320000	江苏省	贡茶
120.619923,31.310582	观前街人民路1331号大洋百货B1层	姑苏区	苏州市	B0FFHU01I2	[]	御合贡茶(大洋百货观前街店)	江苏省	18118111100;13776062090	餐饮服务;冷饮店;冷饮店	050700	120.619923	31.310582	320000	江苏省	贡茶
120.857203,32.015693	人民中路127号(电视塔往西100米,老华联斜对面)	崇川区	南通市	B0FFHE02FF	[]	禧然贡茶(人民中路店)	江苏省	15962911101	餐饮服务;冷饮店;冷饮店	050700	120.857203	32.015693	320000	江苏省	贡茶
119.816171,31.371605	宜城街道宜北路18号(新天地肯德基斜对面)	宜兴市	无锡市	B0FFHDOEF1	[]	禧御贡茶(新天地店)	江苏省	13812226575	餐饮服务;冷饮店;冷饮店	050700	119.816171	31.371605	320000	江苏省	贡茶
119.816688,31.366543	宜城街道解放西路71号(甜蔻隔壁)	宜兴市	无锡市	B0FFGCZII7	[]	奶盖贡茶(宜兴步行街店)	江苏省	17766398376	餐饮服务;茶艺馆;茶艺馆	050600	119.816688	31.366543	320000	江苏省	贡茶
119.916200,32.471190	济川东路228号万达广场1层	海陵区	泰州市	B0FFGEU5W7	[]	四云奶盖贡茶(万达店)	江苏省	18036799992	餐饮服务;冷饮店;冷饮店	050700	119.916200	32.471190	320000	江苏省	贡茶
119.946879,31.675117	鸣新中路15-115号(机电学院对面BRT旁)	武进区	常州市	B0FFHCINZ8	[]	禧御贡茶(大学城店)	江苏省	0519-89817886	餐饮服务;冷饮店;冷饮店	050700	119.946879	31.675117	320000	江苏省	贡茶
118.876074,31.938992	天元东路388号义乌青年广场1楼	江宁区	南京市	B0FFHJGBV0	[]	御合贡茶店	江苏省	[]	购物服务;购物相关场所;购物相关场所	060000	118.876074	31.938992	320000	江苏省	贡茶
119.811800,32.072418	为民路6号(为民桥往东100米)	丹阳市	镇江市	B0FFHEOJSM	[]	御质贡茶(新桥店)	江苏省	[]	购物服务;购物相关场所;购物相关场所	060000	119.811800	32.072418	320000	江苏省	贡茶
117.244540,34.253831	云龙万达广场金街3号门出口对面	云龙区	徐州市	B0FFGJHAVB	[]	四云奶盖贡茶(徐州云龙万达店)	江苏省	18952276580;18105209185	餐饮服务;冷饮店;冷饮店	050700	117.244540	34.253831	320000	江苏省	贡茶
121.177450,31.894086	海门镇解放路606号(解放路与育才路交叉口、麦香人家对面)	海门市	南通市	B0FFHSGNVW	[]	御合贡茶(解放路店)	江苏省	18862849306	餐饮服务;冷饮店;冷饮店	050700	121.177450	31.894086	320000	江苏省	贡茶
119.960518,31.595585	前黄镇商贸中心5-3	武进区	常州市	B0FFHISWEP	[]	好喝BA贡茶	江苏省	18052520722	餐饮服务;冷饮店;冷饮店	050700	119.960518	31.595585	320000	江苏省	贡茶
119.839290,32.933456	新文居委会牌楼路156号	兴化市	泰州市	B0FFGZPGHB	[]	四云奶盖贡茶(牌楼西路)	江苏省	15052355540	餐饮服务;冷饮店;冷饮店	050700	119.839290	32.933456	320000	江苏省	贡茶
120.981963,31.397873	周市镇春晖路吉麦隆超市一楼	昆山市	苏州市	B0FFHCJXI1	[]	保御贡茶店	江苏省	[]	购物服务;购物相关场所;购物相关场所	060000	120.981963	31.397873	320000	江苏省	贡茶
119.825575,32.238707	三茅街道江洲西路8号	扬中市	镇江市	B0FFGL6HHV	[]	四云奶盖贡茶(扬中雨润中央广场店)	江苏省	0511-88368862;13921567357	餐饮服务;冷饮店;冷饮店	050700	119.825575	32.238707	320000	江苏省	贡茶
118.849775,33.289472	高良涧镇幸福广场中国银行旁	洪泽区	淮安市	B0FFI047UK	[]	宫悦贡茶店	江苏省	[]	购物服务;购物相关场所;购物相关场所	060000	118.849775	33.289472	320000	江苏省	贡茶
120.750032,31.684874	虞山镇华山路99号勤丰菜场2楼	常熟市	苏州市	B0FFHU68NP	[]	御可贡茶仓储区	江苏省	[]	公司企业;公司;公司	170200	120.750032	31.684874	320000	江苏省	贡茶
121.110666,31.444865	人民南路南洋广场	太仓市	苏州市	B0FFHKBK80	[]	四云奶盖贡茶	江苏省	[]	购物服务;购物相关场所;购物相关场所	060000	121.110666	31.444865	320000	江苏省	贡茶
120.971901,31.382532	珠江北路276号附近	昆山市	苏州市	B0FFIL8YML	[]	四云奶盖贡茶	江苏省	[]	餐饮服务;冷饮店;冷饮店	050700	120.971901	31.382532	320000	江苏省	贡茶
120.959203,31.382400	玉山镇前进西路199号长城国际一楼	昆山市	苏州市	B0FFHDXGXK	[]	四云奶盖贡茶(长城国际店)	江苏省	0512-57713327	餐饮服务;餐饮相关场所;餐饮相关	050000	120.959203	31.382400	320000	江苏省	贡茶
120.308812,31.549928	清扬路128号茂业天地1层	梁溪区	无锡市	B0FFGRP1RU	[]	四云奶盖贡茶(茂业店)	江苏省	15995295528;18961743225	餐饮服务;冷饮店;冷饮店	050700	120.308812	31.549928	320000	江苏省	贡茶
118.787885,34.127601	东关大街与学府中路交叉口北100米	沭阳县	宿迁市	B0FFI20Q6R	[]	梵家大脸贡茶(东关店)	江苏省	15366961099	购物服务;购物相关场所;购物相关场所	060000	118.787885	34.127601	320000	江苏省	贡茶
119.594305,31.730240	南环二路1208号三层3021-1号	金坛区	常州市	B0FFHJQC3L	[]	四云奶盖贡茶(吾悦店)	江苏省	0519-82667977;18551088049	购物服务;购物相关场所;购物相关场所	060000	119.594305	31.730240	320000	江苏省	贡茶
120.555764,31.300247	高新区邓蔚路312号易生活购物公园负一楼,汇银乐虎超市门口	虎丘区	苏州市	B0FFHFE6KN	[]	四云奶盖贡茶(易生活店)	江苏省	0512-67269902	餐饮服务;餐饮相关场所;餐饮相关	050000	120.555764	31.300247	320000	江苏省	贡茶
120.100937,34.281876	东罾村东罾大道8号东罾商业广场3号楼118室	滨海县	盐城市	B0FFIBZY77	[]	果贝儿贡茶gongcha	江苏省	15295349911	餐饮服务;餐饮相关场所;餐饮相关	050000	120.100937	34.281876	320000	江苏省	贡茶
120.642349,31.814693	镇中路75号	张家港市	苏州市	B0FFHS3GU9	[]	四云奶盖贡茶(塘桥店)	江苏省	0512-58920019	购物服务;购物相关场所;购物相关场所	060000	120.642349	31.814693	320000	江苏省	贡茶
120.974464,31.355196	长江南路与衡山路交叉口弥敦城负一楼	昆山市	苏州市	B0FFHZYZ3U	[]	四云奶盖贡茶(弥敦城店)	江苏省	0512-50173515	餐饮服务;餐饮相关场所;餐饮相关	050000	120.974464	31.355196	320000	江苏省	贡茶
118.794569,32.045228	碑亭巷112号(曼度广场对面)	玄武区	南京市	B0FFFDS3OA	[]	四云奶盖贡茶(曼度广场店)	江苏省	025-84448817;025-85948168	餐饮服务;冷饮店;冷饮店	050700	118.794569	32.045228	320000	江苏省	贡茶
120.592543,31.215511	吴中大道1109号苏州吴中SM城市广场购物中心南区F1层	吴中区	苏州市	B0FFHY4K5X	[]	波多斯西域秘制贡茶(苏州吴中SM城市广场购物中心南区)	江苏省	18118165976	餐饮服务;冷饮店;冷饮店	050700	120.592543	31.215511	320000	江苏省	贡茶
